"x [nm]","y [nm]","sigma [nm]","intensity [photon]","bkgstd [photon]","chi2","uncertainty [nm]"
26.582734136016942,472.45242512468445,0.6124443976500407,1974134.036205916,125014.3740776586,3.063204370301637E8,0.11908035836219745
28.942701558465576,150.66799051560898,1.4912279594469675,1.6688283332650855E7,291274.5792600875,1.662881258253564E9,0.19458068025114517
110.99147060364447,483.93254177985176,0.2309005894325321,1.525032764717461E7,230158.44112383903,1.0382689972034042E9,0.004034941932409955
123.03454279387411,342.2608810972361,0.4328291222930299,2963335.8027399476,222928.61426330102,9.740644743241711E8,0.07065482080388304
160.12911055404913,457.14766900017725,0.22426869607546487,4373592.06098444,225504.1848314239,9.967018925792518E8,0.013002079839638553
184.60959322005823,110.8721385014369,0.47190582793583036,1799022.3215697736,178803.97103768724,6.266288571533833E8,0.11096198555390346
191.75325792659518,246.06579867929776,1.5409829926812997,1.1395154427430306E7,218244.2549294501,9.335588742703316E8,0.22800224698392504
201.93100772243176,314.27338158087423,1.4898364705563378,1.4575463081989635E7,222912.25323821668,9.739215038172812E8,0.17018054000105978
206.49898694451218,468.1098787120891,0.5321425886265817,1962310.3467701948,194548.05233872306,7.418393155082942E8,0.14074637126346803
209.2251168854444,444.0274385246764,0.5031536252033529,1935941.3377888333,213184.3680044722,8.907724653247383E8,0.13976107659078335
211.3777206360587,261.9976580983018,0.8282967794639584,3304818.8767678747,262325.1691123333,1.3487640892563596E9,0.27301395884753443
215.25064752746994,356.782941633403,1.7172569313998034,1.748709798652634E7,240159.49721568546,1.1304610484166598E9,0.2030361741754276
215.9555679110091,421.4661395011276,2.24682487995243,2.2313170268966265E7,259471.22371126793,1.3195761923107681E9,0.2942977051857652
220.6582775403587,278.7164970743419,0.91587123080546,2709711.597304084,197616.15401505877,7.654220288229871E8,0.3066824491201786
222.9418168182592,291.02985478943765,1.5732832312514515,2.2625918754605904E7,304601.8574170704,1.8185329142218153E9,0.16705557026501094
232.19343429271453,337.1149147855541,2.444761727769098,3.0550246335426897E7,261742.04155412063,1.342774367811613E9,0.2567156995147127
232.05504532792907,337.1334340937335,1.7357611069784358,1.3201687425101664E7,254998.63711381378,1.2744763766260889E9,0.2917486449087159
234.036163808399,342.6112756536145,1.508709255895068,1.4316455324209915E7,312166.9639208541,1.9099849819258506E9,0.24881872227005292
235.13031333716194,265.39402285565876,1.4862025121834979,6885507.036233941,166573.98205677318,5.438390733657036E8,0.26788485473410145
261.04447148807805,313.77093837257297,0.5838196646818961,1623458.1347834493,174490.5185220274,5.967600446600851E8,0.18365797426663175
261.43017440445254,289.9200267697411,1.2995663154437698,1.2257653237711791E7,259538.91942956756,1.320264833693884E9,0.1792722047321124
264.7590242907821,301.93587685030576,1.2456294230037284,9075350.946521318,197733.92434889267,7.663346148329066E8,0.1694793405456687
282.9617786214526,235.17311899997054,0.8195097664801189,5414103.7149491,204148.31009223004,8.168600372648611E8,0.12695484918926897
288.83415232530666,173.08861361488553,1.6244695007678387,1.5986599758149808E7,249059.5375627602,1.2158008037191284E9,0.2061061730611221
288.68763058319985,335.39643442603256,1.7161365581485524,1.1702268199271226E7,188638.29902340248,6.974543940254747E8,0.23800409657996702
294.3377161920129,373.05705792928967,2.537424885826699,4.2426428875454545E7,358454.3675578579,2.5183948589775567E9,0.2727119489272355
292.6250306506797,491.60401914947965,1.122101881231737,4615616.753768278,228893.82905851793,1.0268907456289726E9,0.31303254964637667
294.66525262319414,373.67374998661404,0.6256759428191189,4839758.711193998,338371.2632356854,2.244104190960784E9,0.1372112552264646
295.3697021216692,100.98205309710315,0.8923206200982784,4445664.216547936,243147.96065792776,1.1587702431333404E9,0.2183215788465018
297.0668051440205,411.9641068915293,0.2520371945735198,8979140.859052781,229912.13467502507,1.0360479575486649E9,0.008155108070492426
296.53327340125867,443.68248017924054,0.7729439491336547,2535465.5047228634,162363.23880337793,5.166916977685658E8,0.19179952085532614
301.9680182053466,101.87762778752445,0.24557244386288204,9691797.186931213,185982.72293346355,6.779556353031667E8,0.00580287309691446
303.36320282506335,286.74427155691916,2.402153261976644,4.3479914811585814E7,320240.5883496408,2.010059074759871E9,0.2130638105114301
303.1459721098946,287.40569189684584,2.7309626124485398,6.043698965732489E7,316304.9569569949,1.9609569855931025E9,0.1956840014421873
307.0060033857196,306.932312319254,0.24072421434022195,1.1747913726544393E7,202363.76855728537,8.026414585646187E8,0.005005365020889378
311.8385797747768,192.250042343279,0.7916523828219182,3648114.4528240846,159220.16006254964,4.968807636587411E8,0.13712632128014995
310.63855679676834,215.5784565261869,2.3755874603150655,2.555498096146863E7,275448.8889963506,1.487092972806748E9,0.30494952745439374
319.3926804588442,179.071604989878,1.338233220295589,8308638.480007162,182753.53609327244,6.546175571100632E8,0.19747891175682486
320.26748727381715,185.24519440605246,1.6480870573175381,1.0584544521624079E7,218840.5230827735,9.386670210455818E8,0.2815376765737958
324.23255687818266,349.62127574538897,2.5768655565370038,2.798252706393797E7,282047.2911429421,1.5591932190450025E9,0.33553583935955383
324.32645805408634,339.7880553923017,0.8785996880624524,5402614.439622217,272188.31851273304,1.4520950224018645E9,0.19497028715230974
324.2868898800181,351.3233422798631,0.5619310086629096,2196291.984651535,275835.503619319,1.4912704111156976E9,0.19881402264425005
330.07263652383523,130.70454262555887,0.5442905549424861,2334429.265573836,172334.30841196288,5.821026315742587E8,0.10964163160251934
331.3681733578144,340.5784887436513,0.9902407860459339,6106496.1670883745,268628.41573257727,1.4143600244842892E9,0.2162530398203124
335.46710729780875,102.35419148768226,1.0910652489212935,7859396.29623642,163311.9606815978,5.2274761143268764E8,0.12400879008746321
338.685750119391,27.868819968150166,1.4204353792280786,7653311.072656201,203956.06843589366,8.153223258958082E8,0.2695572256576133
338.4159596351848,499.7556567375649,0.6257559382963047,2181890.073449747,158758.39012586483,4.940028381329834E8,0.14283545602499617
340.1105851002292,78.04863133907442,0.9594810126864934,5709923.171355067,201896.4036770596,7.989382932275119E8,0.163189590078048
341.72468840191334,288.72650966941427,1.4619479916279725,1.5845470590455847E7,248706.72583202226,1.21235869529206E9,0.1681772474887783
343.9243184492484,68.49067610597497,2.3017692256633002,2.0858051392618295E7,285160.77359600656,1.593806669238309E9,0.36312818952309617
342.6079300618967,189.2494512255586,1.6261361063197444,1.2914340358016822E7,217958.23725881265,9.311135465037895E8,0.22373590791110215
343.6282556146211,68.29351583796534,2.3892361300437788,2.2543506026685536E7,283519.7654105323,1.5755157646174889E9,0.35991536623344256
344.16686357698245,303.33770988536486,1.3734664424791758,1.2363004509505374E7,283222.0543541955,1.5722087486231735E9,0.2166505588723254
345.01246780477004,349.12915923206987,0.9434886005341749,4990295.994335101,200047.62833478427,7.843734506064909E8,0.17889642787902515
346.4562650887721,424.49701562286964,1.2242712995396128,4064140.1323735975,227572.51310539374,1.0150692749336505E9,0.4207526653031446
355.1057596823352,426.3493277368267,1.4527667454841173,7801339.971824952,246693.3594853464,1.1928092268377001E9,0.3345804111441371
357.02550713393026,229.03504375383764,1.551882804057329,9016080.614291118,233345.26713055407,1.0672202683677008E9,0.31247810821471456
355.14320606729456,426.3198903692658,1.527474552152757,9101240.82349868,231700.78487630948,1.0522309727610377E9,0.29777994544232816
356.9921277124455,228.98727363772716,1.786458504293527,1.4547797600882983E7,213649.41772991532,8.946630444481044E8,0.23496931149953226
361.2993321783053,101.56419029612941,0.5291932159006061,1555653.8411003675,205847.58514063046,8.305152748412906E8,0.1857730650354404
361.64285376721705,111.07469323719732,1.0993282701563472,5222782.4472169075,222049.85779605535,9.664003312060692E8,0.25758709163251475
362.18849308938417,470.64396589825367,0.640063483300491,2331496.9565042555,175232.28653003977,6.018445431539009E8,0.15436442987653742
362.1935754108688,470.6412844700992,0.6702530449045186,2523705.2759341714,167965.85971118227,5.529655885589248E8,0.14989320376778023
363.0434000871326,233.17647595420075,0.22424684110818918,9895431.109273197,249335.79624429022,1.2184994500601022E9,0.006353238625171584
364.0137661341375,291.7974261791588,0.9840152762623523,6723001.326622754,188612.3902164617,6.972628213660696E8,0.13618600007020326
365.48069085687035,86.37198439942381,1.6500837599167297,9481768.027026141,190309.50014890154,7.098670345997249E8,0.27397056702395395
377.7192944418253,204.18664487266483,1.2590024117099852,7146146.651601673,210051.9585642146,8.647877758145854E8,0.23357631042753935
379.5512324354,292.8011128058136,2.0799831177881933,1.8860985630811743E7,277529.4783696548,1.5096431827370005E9,0.3191426034476483
387.1496583559091,359.23108642413325,1.6877954315342791,2.058654581810013E7,296043.8765580085,1.7177827462108703E9,0.2053680485757921
389.92857990028466,472.79781066805873,0.7306596426562262,2982325.8795781885,219482.8232601455,9.441851102423878E8,0.1969684962163254
391.4806182156522,327.2927229011356,0.9003791030533648,7546278.378395262,249466.08823102515,1.2197732518748763E9,0.13435408136404328
392.5676921656034,234.60313782034083,0.5263469774971418,2695887.165173816,204792.03774654135,8.220196629978634E8,0.10550624352624997
394.7689421961311,318.4314713820154,1.2245858243099461,7532431.318104324,210675.94202226706,8.699333099206045E8,0.21027090389977485
394.6246057472132,332.5626916488895,1.0342826925838775,5308231.6898466945,243569.45956864,1.1627912000373638E9,0.24607765849526025
397.43915240018697,370.42358761479295,2.5315983328114577,3.2220168973758403E7,262980.6917481119,1.3555133469533827E9,0.2622443968697873
400.96345985370556,138.58206457863312,0.8233920012888492,5916627.870177266,254404.42252166846,1.2685435598922389E9,0.14614532501590896
403.68139551267046,247.57854365583597,0.8499897898672396,4834665.982499012,264904.80989311775,1.3754213427683725E9,0.19845938248071648
407.1979050442327,180.9281438631312,0.868536788143198,4322979.165444545,188180.43441425054,6.940727675681864E8,0.16462251925566376
407.7909788012266,255.0286813086104,0.9568534149899275,7880654.694911014,221814.53679715085,9.643530991968786E8,0.1291933344322014
411.506890142265,165.22477194374983,1.1444135019878399,4673114.634760099,191687.8084626511,7.201866318989948E8,0.26932385726026026
412.0071980613272,309.0639326512857,0.2355307102898331,1.7891932486133642E7,236480.53299129152,1.096091632683929E9,0.0036768660188522444
413.1601201712763,191.00410261974756,0.21546446893881396,1.0993770870713826E7,188833.1249321753,6.98895801804564E8,0.003999107433288066
413.83149299222583,356.7527751478481,1.0522043804699943,7890327.534996618,263137.2360747749,1.357127618177807E9,0.18510083341095773
413.8895726889631,400.27413584371527,2.2268173734707335,1.9686590318126675E7,228795.87861506088,1.0260120597962613E9,0.2889132711786594
413.9939348540408,221.87519320959632,1.2135637355141222,1.1952199793164985E7,298886.9329265461,1.7509346140150583E9,0.1846311707899937
414.82515171708354,318.58291875902796,0.6364074882576235,2709130.3101936555,135596.31332853367,3.603726596904815E8,0.1016277401749158
419.85142695319695,369.49751707433614,0.5425075255381411,2075557.4140542424,211530.0779436724,8.7700148794718E8,0.15037325105161414
423.4312922649182,160.52048857665872,0.7717069337762591,2468957.7532466757,154302.60508181783,4.666621611266945E8,0.18658900516490845
424.83300967541413,210.6253753431288,1.047085399094868,4801459.623133569,237020.11717503733,1.1010993045351007E9,0.2713293593035851
425.0642548648366,235.762060630231,0.5875206532189089,2231346.213831062,234780.5577700035,1.0803894420131617E9,0.18208016301557622
428.5067057564375,218.03577296054175,0.17390990441460302,1.0559609712642267E7,255392.77010117754,1.278419153592468E9,0.0036686214582907196
433.001415681792,269.13339113088153,2.318804837978029,2.0995557572913703E7,206146.7002871983,8.329306559702792E8,0.26466597132596187
438.40792298926976,333.94371955508257,1.397977326066198,1.5763126744835813E7,235433.15863764146,1.0864039348474982E9,0.14633450998393546
437.9986047451135,359.8615132777267,0.22890868475257609,9804992.99241318,184494.93594172096,6.671522752077247E8,0.004944297929394102
446.60200747772336,492.7278527617875,0.9900292022061188,4223137.287371768,186725.79013080942,6.833838057195114E8,0.2172632160986614
448.0438013147861,319.99862240953865,1.9263543859187153,1.6288263213162467E7,205581.90281271277,8.283728077762748E8,0.23480282734680274
447.9669258817081,320.06857897562895,1.797465544783176,1.2833027898286426E7,199254.7150575748,7.781678528644364E8,0.2514904127802711
477.03136911062614,475.1249983129058,0.22574017846635594,1.4604299199604217E7,176967.7887450008,6.138249257647111E8,0.003097129921007988
487.0219821485413,503.0911990425997,0.225503989241857,1.6052684271851234E7,239034.66640273796,1.1198964061488268E9,0.0037972355331386395
494.27667594979874,390.70620925102816,0.7622139794898121,2603410.599833674,171994.9870074363,5.798126008914886E8,0.19241918293469143
502.5151585700477,414.67614997939245,0.7541948660384606,2071061.3384382934,202729.8416570039,8.05548018486168E8,0.2791339559398604
